City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,140,67.35,easyJet,PAR,2023-06-22,2023-06-28,http://kayak.com/flights/NAP-PAR/2023-06-22/2023-06-28/,67.35,1.0
Londres,Reino Unido,345,169.76,easyJet,LON,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-LON/2023-06-26/2023-06-30/,169.76,1.0
Nova Iorque,Estados Unidos,890,395.8,Várias companhias aéreas,NYC,2023-06-05,2023-06-12,http://kayak.com/flights/NAP-NYC/2023-06-05/2023-06-12/,395.8,1.0
Copenhaga,Dinamarca,365,136.55,easyJet,CPH,2023-06-02,2023-06-07,http://kayak.com/flights/NAP-CPH/2023-06-02/2023-06-07/,136.55,1.0
Madrid,Espanha,165,107.95,Ryanair,MAD,2023-06-22,2023-06-26,http://kayak.com/flights/NAP-MAD/2023-06-22/2023-06-26/,107.95,1.0
Miami,Estados Unidos,1480,631.98,British Airways,MIA,2023-06-12,2023-06-16,http://kayak.com/flights/NAP-MIA/2023-06-12/2023-06-16/,631.98,1.0
Barcelona,Espanha,120,47.06,easyJet,BCN,2023-06-07,2023-06-12,http://kayak.com/flights/NAP-BCN/2023-06-07/2023-06-12/,47.06,1.0
Lisboa,Portugal,375,100.57,easyJet,LIS,2023-06-15,2023-06-19,http://kayak.com/flights/NAP-LIS/2023-06-15/2023-06-19/,100.57,1.0
Amesterdão,Holanda,160,112.56,easyJet,AMS,2023-06-06,2023-06-12,http://kayak.com/flights/NAP-AMS/2023-06-06/2023-06-12/,112.56,1.0
Dubai,Emirados Árabes Unidos,1265,518.5,Turkish Airlines,DXB,2023-06-25,2023-06-30,http://kayak.com/flights/NAP-DXB/2023-06-25/2023-06-30/,518.5,1.0
Berlim,Alemanha,140,61.82,easyJet,BER,2023-06-05,2023-06-09,http://kayak.com/flights/NAP-BER/2023-06-05/2023-06-09/,61.82,1.0
Istambul,Turquia,755,215.89,Várias companhias aéreas,IST,2023-06-01,2023-06-05,http://kayak.com/flights/NAP-IST/2023-06-01/2023-06-05/,215.89,1.0
Newark,Estados Unidos,1940,572.01,Austrian Airlines,EWR,2023-06-04,2023-06-11,http://kayak.com/flights/NAP-EWR/2023-06-04/2023-06-11/,572.01,1.0
Atenas,Grécia,105,89.5,easyJet,ATH,2023-06-24,2023-06-29,http://kayak.com/flights/NAP-ATH/2023-06-24/2023-06-29/,89.5,1.0
Milão,Itália,95,42.44,Ryanair,MIL,2023-06-15,2023-06-19,http://kayak.com/flights/NAP-MIL/2023-06-15/2023-06-19/,42.44,1.0
Orlando,Estados Unidos,1490,943.81,ITA Airways,MCO,2023-06-26,2023-06-30,http://kayak.com/flights/NAP-MCO/2023-06-26/2023-06-30/,943.81,1.0
Denpasar,Indonésia,2180,1037.0,Várias companhias aéreas,DPS,2023-06-20,2023-06-27,http://kayak.com/flights/NAP-DPS/2023-06-20/2023-06-27/,1037.0,1.0
Dublin,Irlanda,475,133.78,Ryanair,DUB,2023-06-08,2023-06-12,http://kayak.com/flights/NAP-DUB/2023-06-08/2023-06-12/,133.78,1.0
Fort Lauderdale,Estados Unidos,1877,3674.68,British Airways,FLL,2023-06-12,2023-06-16,http://kayak.com/flights/NAP-FLL/2023-06-12/2023-06-16/,3674.68,1.0
