City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Kittilä,Finlândia,1325,379.49,Várias companhias aéreas,KTT,2023-07-26,2023-08-01,http://kayak.com/flights/MAD-KTT/2023-07-26/2023-08-01/,379.49,1,2023,7,MAD,812.67,812.67,812.67,2023-04-06 02:32:03,True,-433.17999999999995,-53.30330884614911,Wednesday,Tuesday,6 days
Biarritz,França,1275,162.77,Ryanair,BIQ,2023-04-26,2023-05-02,http://kayak.com/flights/MAD-BIQ/2023-04-26/2023-05-02/,162.77,1,2023,4,MAD,330.05,449.71473684210525,382.39,2023-04-06 02:32:03,True,-167.28,-50.683229813664596,Wednesday,Tuesday,6 days
Constantine,Argélia,700,227.7,Várias companhias aéreas,CZL,2023-04-18,2023-04-25,http://kayak.com/flights/MAD-CZL/2023-04-18/2023-04-25/,227.7,1,2023,4,MAD,296.0,299.70190476190476,297.0,2023-04-06 02:32:03,True,-68.30000000000001,-23.074324324324326,Tuesday,Tuesday,7 days
Estrasburgo,França,645,94.19,Várias companhias aéreas,SXB,2023-05-26,2023-05-31,http://kayak.com/flights/MAD-SXB/2023-05-26/2023-05-31/,94.19,1,2023,5,MAD,110.41,161.9024074074074,154.41500000000002,2023-04-06 02:32:03,True,-16.22,-14.690698306312832,Friday,Wednesday,5 days
Orlando,Estados Unidos,1120,459.05,Várias companhias aéreas,MCO,2023-10-05,2023-10-10,http://kayak.com/flights/MAD-MCO/2023-10-05/2023-10-10/,459.05,1,2023,10,MAD,526.59,600.7880769230769,590.53,2023-04-06 02:32:03,True,-67.54000000000002,-12.82591769687993,Thursday,Tuesday,5 days
Kraljevo,Sérvia,1715,522.14,Várias companhias aéreas,KVO,2023-06-17,2023-06-24,http://kayak.com/flights/MAD-KVO/2023-06-17/2023-06-24/,522.14,1,2023,6,MAD,596.59,598.297,598.53,2023-04-06 02:32:03,True,-74.45000000000005,-12.479257111248938,Saturday,Saturday,7 days
Piura,Perú,2300,1246.37,LATAM Airlines,PIU,2023-07-08,2023-07-15,http://kayak.com/flights/MAD-PIU/2023-07-08/2023-07-15/,1246.37,1,2023,7,MAD,1419.62,1419.62,1419.62,2023-04-06 02:32:03,True,-173.25,-12.203970076499346,Saturday,Saturday,7 days
Reno,Estados Unidos,1769,752.58,KLM,RNO,2023-05-05,2023-05-12,http://kayak.com/flights/MAD-RNO/2023-05-05/2023-05-12/,752.58,1,2023,5,MAD,837.55,837.5499999999998,837.55,2023-04-06 02:32:03,True,-84.96999999999991,-10.145065966210963,Friday,Friday,7 days
Assunção,Paraguai,1855,748.92,LATAM Airlines,ASU,2023-06-05,2023-06-10,http://kayak.com/flights/MAD-ASU/2023-06-05/2023-06-10/,748.92,1,2023,6,MAD,809.71,830.382,819.7,2023-04-06 02:32:03,True,-60.79000000000008,-7.507626187153435,Monday,Saturday,5 days
Santa Cruz da Serra,Bolívia,2475,791.9,Várias companhias aéreas,VVI,2023-10-04,2023-10-11,http://kayak.com/flights/MAD-VVI/2023-10-04/2023-10-11/,791.9,1,2023,10,MAD,852.4,926.0254545454546,930.95,2023-04-06 02:32:03,True,-60.5,-7.0976067573908965,Wednesday,Wednesday,7 days
Londres,Reino Unido,500,50.3,Ryanair,LON,2023-04-19,2023-04-24,http://kayak.com/flights/MAD-LON/2023-04-19/2023-04-24/,50.3,1,2023,4,MAD,53.81,62.68052631578948,59.03,2023-04-06 02:32:03,True,-3.510000000000005,-6.522951124326343,Wednesday,Monday,5 days
