City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Paris,França,130,50.75,Ryanair,PAR,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-PAR/2023-06-01/2023-06-05/,50.75,1.0
Londres,Reino Unido,145,60.9,easyJet,LON,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-LON/2023-06-07/2023-06-11/,60.9,1.0
Nova Iorque,Estados Unidos,890,429.93,Iberia,NYC,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-NYC/2023-06-07/2023-06-13/,429.93,1.0
Banguecoque,Tailândia,2510,843.25,Várias companhias aéreas,BKK,2023-06-09,2023-06-16,http://kayak.com/flights/OPO-BKK/2023-06-09/2023-06-16/,843.25,1.0
Madrid,Espanha,75,52.59,Várias companhias aéreas,MAD,2023-06-08,2023-06-15,http://kayak.com/flights/OPO-MAD/2023-06-08/2023-06-15/,52.59,1.0
Miami,Estados Unidos,1010,441.93,Air Europa,MIA,2023-06-07,2023-06-13,http://kayak.com/flights/OPO-MIA/2023-06-07/2023-06-13/,441.93,1.0
Barcelona,Espanha,115,76.58,Várias companhias aéreas,BCN,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-BCN/2023-06-08/2023-06-12/,76.58,1.0
Frankfurt,Alemanha,760,125.48,Air Europa,FRA,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-FRA/2023-06-07/2023-06-11/,125.48,1.0
Viena,Áustria,1175,131.01,Várias companhias aéreas,VIE,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-VIE/2023-06-06/2023-06-13/,131.01,1.0
Amesterdão,Holanda,995,129.17,Várias companhias aéreas,AMS,2023-06-08,2023-06-12,http://kayak.com/flights/OPO-AMS/2023-06-08/2023-06-12/,129.17,1.0
Roma,Itália,180,109.79,Ryanair,ROM,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-ROM/2023-06-01/2023-06-08/,109.79,1.0
Berlim,Alemanha,205,121.79,Várias companhias aéreas,BER,2023-06-26,2023-06-30,http://kayak.com/flights/OPO-BER/2023-06-26/2023-06-30/,121.79,1.0
Cidade do México,México,1150,679.03,KLM,MEX,2023-06-20,2023-06-25,http://kayak.com/flights/OPO-MEX/2023-06-20/2023-06-25/,679.03,1.0
Zurique,Suíça,155,75.66,easyJet,ZRH,2023-06-07,2023-06-14,http://kayak.com/flights/OPO-ZRH/2023-06-07/2023-06-14/,75.66,1.0
Newark,Estados Unidos,475,573.86,United Airlines,EWR,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-EWR/2023-06-07/2023-06-11/,573.86,1.0
Atenas,Grécia,615,158.69,Várias companhias aéreas,ATH,2023-06-16,2023-06-21,http://kayak.com/flights/OPO-ATH/2023-06-16/2023-06-21/,158.69,1.0
Milão,Itália,155,50.75,Várias companhias aéreas,MIL,2023-06-01,2023-06-05,http://kayak.com/flights/OPO-MIL/2023-06-01/2023-06-05/,50.75,1.0
Telavive,Israel,1995,403.18,Brussels Airlines,TLV,2023-06-16,2023-06-23,http://kayak.com/flights/OPO-TLV/2023-06-16/2023-06-23/,403.18,1.0
Manchester,Reino Unido,815,142.08,Várias companhias aéreas,MAN,2023-06-26,2023-06-30,http://kayak.com/flights/OPO-MAN/2023-06-26/2023-06-30/,142.08,1.0
Tóquio,Japão,2715,935.51,Qatar Airways,NRT,2023-06-01,2023-06-07,http://kayak.com/flights/OPO-NRT/2023-06-01/2023-06-07/,935.51,1.0
Denpasar,Indonésia,2610,990.87,Iberia,DPS,2023-06-17,2023-06-24,http://kayak.com/flights/OPO-DPS/2023-06-17/2023-06-24/,990.87,1.0
Dublin,Irlanda,610,363.51,Várias companhias aéreas,DUB,2023-06-07,2023-06-11,http://kayak.com/flights/OPO-DUB/2023-06-07/2023-06-11/,363.51,1.0
Dusseldorf,Alemanha,1565,172.53,KLM,DUS,2023-06-05,2023-06-09,http://kayak.com/flights/OPO-DUS/2023-06-05/2023-06-09/,172.53,1.0
Bruxelas,Bélgica,735,104.26,Várias companhias aéreas,BRU,2023-06-01,2023-06-08,http://kayak.com/flights/OPO-BRU/2023-06-01/2023-06-08/,104.26,1.0
Palma de Maiorca,Espanha,880,60.9,Várias companhias aéreas,PMI,2023-06-12,2023-06-17,http://kayak.com/flights/OPO-PMI/2023-06-12/2023-06-17/,60.9,1.0
Málaga,Espanha,90,67.35,Ryanair,AGP,2023-06-19,2023-06-26,http://kayak.com/flights/OPO-AGP/2023-06-19/2023-06-26/,67.35,1.0
